COMPETITION_WYID,MATCH_WYID,TEAM_WYID,SHOTS,FOULS,CORNERS,REDCARDS,YELLOWCARDS,OFFSIDES,DRIBBLES,GOALS,XGPERSHOT,AVGDISTANCE,XG,PROGRESSIVERUNS,TOUCHESINBOX,FOULSSUFFERED,SHOTSONTARGET,SHOTSBLOCKED,SHOTSOUTSIDEBOX,SHOTSOUTSIDEBOXONTARGET,SHOTSONPOST,SHOTSWIDE,SHOTSFROMBOX,SHOTSFROMBOXONTARGET,FREEKICKS,SHOTSFROMDANGERZONE,TOTALTHROWINS,LEFTTHROWINS,RIGHTTHROWINS,MATCH_WYID,MATCHLABEL,DATE,DATEUTC,MATCHSTATUS,COMPETITION_WYID,SEASON_WYID,ROUND_WYID,GAMEWEEK
335,1699915,7451,12,7,5,0,3,2,26,0,0.104,20.7,1.249,5,10,10,3,1,6,1,0,8,6,2,7,6,25,11,14,1699915,"Esbjerg - Randers, 0 - 2",2015-09-21 18:00:00.000,2015-09-21 16:00:00.000,Played,335,9493,4165479,9
335,1699915,7462,18,11,5,0,4,2,24,2,0.089,19.6,1.611,12,16,6,4,3,8,2,0,11,10,2,2,4,19,11,8,1699915,"Esbjerg - Randers, 0 - 2",2015-09-21 18:00:00.000,2015-09-21 16:00:00.000,Played,335,9493,4165479,9
335,1699922,7499,9,7,3,0,1,1,22,4,0.115,16.3,1.035,5,12,6,6,0,3,2,0,3,6,4,2,4,25,9,16,1699922,"SønderjyskE - OB, 4 - 0",2015-09-25 17:00:00.000,2015-09-25 15:00:00.000,Played,335,9493,4165479,10
335,1699922,7460,8,6,4,0,1,1,17,0,0.053,21.3,0.4254,3,11,7,1,4,4,0,0,3,4,1,1,2,20,9,11,1699922,"SønderjyskE - OB, 4 - 0",2015-09-25 17:00:00.000,2015-09-25 15:00:00.000,Played,335,9493,4165479,10
335,1699925,7454,10,8,2,0,1,0,41,0,0.053,20.3,0.5349,8,20,9,3,1,5,2,1,5,5,1,2,2,22,9,13,1699925,"Viborg - AaB, 1 - 0",2015-09-25 19:00:00.000,2015-09-25 17:00:00.000,Played,335,9493,4165479,10
335,1699925,7456,13,11,1,0,1,4,19,1,0.079,19.3,1.021,8,12,8,4,3,6,1,1,5,7,3,3,4,18,8,10,1699925,"Viborg - AaB, 1 - 0",2015-09-25 19:00:00.000,2015-09-25 17:00:00.000,Played,335,9493,4165479,10
335,1699924,7453,8,13,7,0,1,0,33,1,0.112,20.2,0.8929,7,12,7,3,2,5,2,0,3,3,1,1,3,20,6,14,1699924,"Brøndby - København, 1 - 0",2015-09-27 12:00:00.000,2015-09-27 10:00:00.000,Played,335,9493,4165479,10
335,1699924,7452,13,7,9,0,1,7,58,0,0.143,15,1.861,8,23,12,1,4,4,0,0,8,9,1,1,8,28,21,7,1699924,"Brøndby - København, 1 - 0",2015-09-27 12:00:00.000,2015-09-27 10:00:00.000,Played,335,9493,4165479,10
335,1699921,7457,9,5,7,0,0,0,20,0,0.074,19.2,0.6647,2,5,15,4,3,6,3,0,2,3,1,4,3,25,9,16,1699921,"Nordsjælland - AGF, 2 - 0",2015-09-27 17:00:00.000,2015-09-27 15:00:00.000,Played,335,9493,4165479,10
335,1699921,7458,8,16,6,0,1,1,22,2,0.225,12.8,1.8,5,16,5,6,0,1,0,0,2,7,6,1,6,15,9,6,1699921,"Nordsjælland - AGF, 2 - 0",2015-09-27 17:00:00.000,2015-09-27 15:00:00.000,Played,335,9493,4165479,10
335,1699926,7510,15,10,4,0,5,3,32,2,0.035,26.1,0.5191,3,8,11,3,3,11,2,0,9,4,1,6,1,22,11,11,1699926,"Hobro - Esbjerg, 2 - 2",2015-09-28 18:00:00.000,2015-09-28 16:00:00.000,Played,335,9493,4165479,10
335,1699926,7451,13,11,4,0,2,3,19,2,0.128,21,1.667,12,7,8,3,6,7,1,0,4,6,2,3,6,22,13,9,1699926,"Hobro - Esbjerg, 2 - 2",2015-09-28 18:00:00.000,2015-09-28 16:00:00.000,Played,335,9493,4165479,10
335,1699932,7460,15,15,6,0,1,3,32,5,0.157,16.3,2.358,7,17,15,7,6,4,1,0,2,11,6,3,6,15,10,5,1699932,"Nordsjælland - OB, 1 - 5",2015-10-02 17:00:00.000,2015-10-02 15:00:00.000,Played,335,9493,4165479,11
335,1699932,7458,8,15,5,0,2,0,49,1,0.125,18.7,1.003,10,12,15,3,1,6,2,0,4,2,1,3,2,16,6,10,1699932,"Nordsjælland - OB, 1 - 5",2015-10-02 17:00:00.000,2015-10-02 15:00:00.000,Played,335,9493,4165479,11
335,1699927,7462,13,8,7,0,1,4,30,2,0.162,13.7,2.103,7,26,14,3,4,2,0,1,5,11,3,5,8,27,16,11,1699927,"Randers - Hobro, 2 - 1",2015-10-03 14:00:00.000,2015-10-03 12:00:00.000,Played,335,9493,4165479,11
335,1699927,7510,8,17,4,0,1,1,37,1,0.13,14.3,1.043,6,9,8,2,2,2,1,0,4,6,1,3,5,23,11,12,1699927,"Randers - Hobro, 2 - 1",2015-10-03 14:00:00.000,2015-10-03 12:00:00.000,Played,335,9493,4165479,11
335,1699929,7454,11,10,6,0,2,4,22,5,0.26,22.8,2.857,5,15,7,11,0,4,4,0,0,7,7,1,5,20,12,8,1699929,"AaB - SønderjyskE, 5 - 0",2015-10-04 12:30:00.000,2015-10-04 10:30:00.000,Played,335,9493,4165479,11
335,1699929,7499,8,8,2,0,0,2,13,0,0.103,20.3,0.8244,2,10,10,4,0,4,3,0,4,4,1,6,3,20,6,14,1699929,"AaB - SønderjyskE, 5 - 0",2015-10-04 12:30:00.000,2015-10-04 10:30:00.000,Played,335,9493,4165479,11
335,1699931,7452,17,6,8,0,0,2,45,1,0.126,17.6,2.136,8,23,10,5,3,6,1,1,8,11,4,2,8,27,12,15,1699931,"København - Viborg, 1 - 0",2015-10-04 15:00:00.000,2015-10-04 13:00:00.000,Played,335,9493,4165479,11
335,1699931,7456,10,10,3,0,0,0,21,0,0.028,27.5,0.2839,4,7,5,3,2,9,2,0,5,1,1,4,1,25,15,10,1699931,"København - Viborg, 1 - 0",2015-10-04 15:00:00.000,2015-10-04 13:00:00.000,Played,335,9493,4165479,11
335,1699928,7451,18,12,6,0,2,1,27,1,0.046,25.5,0.8303,4,9,7,5,2,12,2,1,10,6,3,1,2,32,14,18,1699928,"Brøndby - Esbjerg, 1 - 1",2015-10-04 17:00:00.000,2015-10-04 15:00:00.000,Played,335,9493,4165479,11
335,1699928,7453,21,7,8,0,0,2,17,1,0.114,20.5,2.395,9,21,11,6,6,9,3,0,9,12,3,1,7,28,7,21,1699928,"Brøndby - Esbjerg, 1 - 1",2015-10-04 17:00:00.000,2015-10-04 15:00:00.000,Played,335,9493,4165479,11
335,1699930,7455,9,11,7,0,1,5,19,2,0.12,15.9,1.077,5,13,16,3,2,3,1,0,4,6,2,6,4,31,19,12,1699930,"Midtjylland - AGF, 2 - 0",2015-10-04 19:45:00.000,2015-10-04 17:45:00.000,Played,335,9493,4165479,11
335,1699930,7457,9,16,1,0,3,0,22,0,0.059,21.6,0.528,6,9,11,5,0,6,3,0,4,3,2,3,1,24,11,13,1699930,"Midtjylland - AGF, 2 - 0",2015-10-04 19:45:00.000,2015-10-04 17:45:00.000,Played,335,9493,4165479,11
335,1699938,7455,12,7,2,0,1,1,31,2,0.076,20.8,0.9162,8,15,9,5,2,6,1,0,5,6,4,4,4,32,12,20,1699938,"Midtjylland - Randers, 2 - 1",2015-10-16 17:00:00.000,2015-10-16 15:00:00.000,Played,335,9493,4165479,12
335,1699938,7462,10,11,8,0,0,1,23,1,0.096,18.4,0.9642,4,13,7,3,0,5,1,0,7,5,2,3,4,19,11,8,1699938,"Midtjylland - Randers, 2 - 1",2015-10-16 17:00:00.000,2015-10-16 15:00:00.000,Played,335,9493,4165479,12
335,1699934,7499,9,9,3,0,3,1,19,2,0.085,22.2,0.7689,4,11,13,5,3,7,3,0,1,2,2,6,1,19,11,8,1699934,"OB - SønderjyskE, 1 - 2",2015-10-17 17:00:00.000,2015-10-17 15:00:00.000,Played,335,9493,4165479,12
335,1699934,7460,10,14,5,0,2,2,19,1,0.157,14.9,1.573,7,20,9,5,2,3,0,0,3,7,5,3,5,18,9,9,1699934,"OB - SønderjyskE, 1 - 2",2015-10-17 17:00:00.000,2015-10-17 15:00:00.000,Played,335,9493,4165479,12
335,1699937,7457,14,14,5,0,3,3,23,3,0.089,19,1.243,9,14,9,6,2,7,1,0,6,7,5,1,7,25,12,13,1699937,"AGF - Nordsjælland, 3 - 0",2015-10-18 12:30:00.000,2015-10-18 10:30:00.000,Played,335,9493,4165479,12
335,1699937,7458,11,9,6,0,0,1,20,0,0.068,25.5,0.747,2,11,14,2,2,3,1,0,7,8,1,4,8,23,11,12,1699937,"AGF - Nordsjælland, 3 - 0",2015-10-18 12:30:00.000,2015-10-18 10:30:00.000,Played,335,9493,4165479,12
335,1699933,7453,10,11,3,0,4,1,31,2,0.122,19.4,1.224,6,14,8,4,3,5,2,2,1,5,2,2,2,20,11,9,1699933,"Viborg - Brøndby, 0 - 2",2015-10-18 15:00:00.000,2015-10-18 13:00:00.000,Played,335,9493,4165479,12
335,1699933,7456,22,8,11,0,0,0,45,0,0.077,22.6,1.697,18,26,10,4,10,11,2,0,8,11,2,5,7,20,11,9,1699933,"Viborg - Brøndby, 0 - 2",2015-10-18 15:00:00.000,2015-10-18 13:00:00.000,Played,335,9493,4165479,12
335,1699935,7452,12,10,6,0,0,2,16,3,0.148,14.3,1.776,12,27,14,6,2,2,0,0,4,10,6,2,9,33,22,11,1699935,"København - Hobro, 3 - 1",2015-10-18 17:00:00.000,2015-10-18 15:00:00.000,Played,335,9493,4165479,12
335,1699935,7510,6,15,0,0,1,3,19,1,0.054,19.8,0.3257,4,5,9,1,2,3,0,0,3,3,1,1,1,18,7,11,1699935,"København - Hobro, 3 - 1",2015-10-18 17:00:00.000,2015-10-18 15:00:00.000,Played,335,9493,4165479,12
335,1699936,7454,20,8,6,0,3,0,38,2,0.143,16.4,2.859,7,30,12,9,4,7,0,0,7,13,9,2,11,19,15,4,1699936,"Esbjerg - AaB, 1 - 2",2015-10-19 18:00:00.000,2015-10-19 16:00:00.000,Played,335,9493,4165479,12
335,1699936,7451,13,12,5,0,0,2,22,1,0.116,17.7,1.512,6,14,8,4,5,6,2,0,4,7,2,2,3,18,9,9,1699936,"Esbjerg - AaB, 1 - 2",2015-10-19 18:00:00.000,2015-10-19 16:00:00.000,Played,335,9493,4165479,12
335,1699939,7510,12,15,5,0,2,4,39,3,0.157,15.5,1.885,8,19,5,7,1,2,0,0,4,10,7,1,5,24,11,13,1699939,"Hobro - AGF, 3 - 1",2015-10-23 17:00:00.000,2015-10-23 15:00:00.000,Played,335,9493,4165479,13
335,1699939,7457,13,7,3,0,1,3,50,1,0.107,18.6,1.396,11,21,13,3,3,7,2,0,7,6,1,1,5,21,10,11,1699939,"Hobro - AGF, 3 - 1",2015-10-23 17:00:00.000,2015-10-23 15:00:00.000,Played,335,9493,4165479,13
335,1699941,7456,16,11,8,0,0,7,28,4,0.129,20.8,2.068,6,15,5,8,5,8,5,0,3,8,3,2,3,11,6,5,1699941,"Viborg - Esbjerg, 4 - 2",2015-10-24 15:00:00.000,2015-10-24 13:00:00.000,Played,335,9493,4165479,13
335,1699941,7451,16,6,8,0,1,1,29,2,0.084,19.4,1.339,7,19,11,6,6,8,1,0,4,8,5,2,8,27,17,10,1699941,"Viborg - Esbjerg, 4 - 2",2015-10-24 15:00:00.000,2015-10-24 13:00:00.000,Played,335,9493,4165479,13
335,1699944,7458,12,16,4,0,2,3,17,3,0.147,20.2,1.762,7,14,7,6,3,6,2,0,3,6,4,1,3,19,5,14,1699944,"Nordsjælland - AaB, 3 - 0",2015-10-25 12:30:00.000,2015-10-25 11:30:00.000,Played,335,9493,4165479,13
335,1699944,7454,8,7,6,0,1,1,32,0,0.105,21.9,0.84,7,12,16,2,2,4,1,1,3,4,1,4,2,25,12,13,1699944,"Nordsjælland - AaB, 3 - 0",2015-10-25 12:30:00.000,2015-10-25 11:30:00.000,Played,335,9493,4165479,13
335,1699940,7452,18,12,5,0,2,1,23,2,0.115,14.6,2.066,2,19,11,5,3,4,0,1,9,14,5,1,12,15,7,8,1699940,"SønderjyskE - København, 1 - 2",2015-10-25 15:00:00.000,2015-10-25 14:00:00.000,Played,335,9493,4165479,13
335,1699940,7499,10,13,1,0,2,1,8,1,0.154,18.3,1.539,4,11,11,4,2,4,1,0,4,6,3,2,4,27,17,10,1699940,"SønderjyskE - København, 1 - 2",2015-10-25 15:00:00.000,2015-10-25 14:00:00.000,Played,335,9493,4165479,13
335,1699943,7455,10,13,2,0,2,1,26,1,0.027,27.8,0.2656,3,6,7,4,1,9,3,1,4,1,1,5,1,28,12,16,1699943,"Brøndby - Midtjylland, 2 - 1",2015-10-25 17:00:00.000,2015-10-25 16:00:00.000,Played,335,9493,4165479,13
335,1699943,7453,14,11,6,0,2,1,20,2,0.122,20.9,1.71,8,20,13,4,2,8,3,1,7,6,1,3,5,28,14,14,1699943,"Brøndby - Midtjylland, 2 - 1",2015-10-25 17:00:00.000,2015-10-25 16:00:00.000,Played,335,9493,4165479,13
335,1699942,7462,17,12,4,0,0,2,40,1,0.116,15.2,1.968,8,32,9,6,4,3,1,0,7,14,5,4,9,27,11,16,1699942,"Randers - OB, 1 - 1",2015-10-26 18:00:00.000,2015-10-26 17:00:00.000,Played,335,9493,4165479,13
335,1699942,7460,5,10,4,0,1,1,27,1,0.267,16.1,1.337,3,12,12,3,1,2,1,0,1,3,2,2,3,24,8,16,1699942,"Randers - OB, 1 - 1",2015-10-26 18:00:00.000,2015-10-26 17:00:00.000,Played,335,9493,4165479,13
335,1699946,7458,6,15,7,0,1,2,16,1,0.085,20.7,0.5079,7,6,12,3,2,3,2,0,1,3,1,1,2,25,10,15,1699946,"Esbjerg - Nordsjælland, 2 - 1",2015-10-30 17:00:00.000,2015-10-30 16:00:00.000,Played,335,9493,4165479,14
335,1699946,7451,16,13,5,0,0,4,15,2,0.173,16.6,2.77,3,28,14,7,3,5,2,1,5,11,5,0,7,29,16,13,1699946,"Esbjerg - Nordsjælland, 2 - 1",2015-10-30 17:00:00.000,2015-10-30 16:00:00.000,Played,335,9493,4165479,14
335,1699947,7456,16,16,7,0,1,2,41,4,0.118,18.4,1.886,9,13,12,4,5,6,1,0,7,10,3,2,6,30,15,15,1699947,"Midtjylland - Viborg, 2 - 4",2015-10-31 19:00:00.000,2015-10-31 18:00:00.000,Played,335,9493,4165479,14
335,1699947,7455,16,14,5,0,3,0,28,2,0.124,30.3,1.981,7,12,12,7,3,11,5,1,5,5,2,5,4,25,14,11,1699947,"Midtjylland - Viborg, 2 - 4",2015-10-31 19:00:00.000,2015-10-31 18:00:00.000,Played,335,9493,4165479,14
335,1699950,7510,7,6,1,0,1,3,17,0,0.062,23.4,0.4361,9,5,3,1,1,5,0,0,5,2,1,0,1,20,12,8,1699950,"AaB - Hobro, 6 - 0",2015-11-01 12:30:00.000,2015-11-01 11:30:00.000,Played,335,9493,4165479,14
335,1699950,7454,29,3,8,0,0,1,35,6,0.128,17.2,3.722,14,30,5,11,9,13,3,0,9,16,8,2,12,17,7,10,1699950,"AaB - Hobro, 6 - 0",2015-11-01 12:30:00.000,2015-11-01 11:30:00.000,Played,335,9493,4165479,14
335,1699949,7462,14,9,4,0,3,3,16,0,0.098,18.6,1.378,3,14,7,4,5,6,1,1,4,8,3,0,6,26,8,18,1699949,"København - Randers, 4 - 0",2015-11-01 15:00:00.000,2015-11-01 14:00:00.000,Played,335,9493,4165479,14
335,1699949,7452,11,7,6,0,1,1,17,4,0.101,15.2,1.109,6,16,8,6,0,3,3,0,5,8,3,0,5,23,12,11,1699949,"København - Randers, 4 - 0",2015-11-01 15:00:00.000,2015-11-01 14:00:00.000,Played,335,9493,4165479,14
335,1699948,7453,19,7,6,0,1,0,27,5,0.088,19.7,1.68,11,17,8,11,1,9,3,1,6,10,8,1,7,19,6,13,1699948,"OB - Brøndby, 2 - 5",2015-11-01 17:00:00.000,2015-11-01 16:00:00.000,Played,335,9493,4165479,14
335,1699948,7460,12,8,2,0,0,5,33,2,0.127,21.1,1.525,7,12,6,9,2,6,5,0,1,6,4,2,5,20,13,7,1699948,"OB - Brøndby, 2 - 5",2015-11-01 17:00:00.000,2015-11-01 16:00:00.000,Played,335,9493,4165479,14
335,1699945,7457,11,12,7,0,2,1,38,0,0.108,18.6,1.184,11,18,20,1,1,6,1,0,9,5,0,3,5,20,6,14,1699945,"AGF - SønderjyskE, 0 - 0",2015-11-02 18:00:00.000,2015-11-02 17:00:00.000,Played,335,9493,4165479,14
335,1699945,7499,7,22,1,0,2,2,22,0,0.025,24.1,0.1753,2,10,11,1,4,5,1,0,2,2,0,2,1,23,17,6,1699945,"AGF - SønderjyskE, 0 - 0",2015-11-02 18:00:00.000,2015-11-02 17:00:00.000,Played,335,9493,4165479,14
335,1699954,7454,12,8,7,0,2,3,41,2,0.071,19.9,0.8551,11,16,7,5,3,5,1,1,3,7,4,0,3,21,11,10,1699954,"SønderjyskE - AaB, 1 - 2",2015-11-06 17:00:00.000,2015-11-06 16:00:00.000,Played,335,9493,4165479,15
335,1699954,7499,14,8,4,0,2,4,31,1,0.037,20.3,0.5148,7,20,6,4,4,7,1,0,6,7,3,0,5,28,18,10,1699954,"SønderjyskE - AaB, 1 - 2",2015-11-06 17:00:00.000,2015-11-06 16:00:00.000,Played,335,9493,4165479,15
335,1699952,7457,10,9,6,0,1,1,67,1,0.033,23.5,0.3297,6,8,12,2,4,9,2,0,4,1,0,3,1,23,9,14,1699952,"Randers - AGF, 4 - 1",2015-11-06 19:30:00.000,2015-11-06 18:30:00.000,Played,335,9493,4165479,15
335,1699952,7462,8,13,1,0,3,3,31,4,0.298,18,2.385,3,12,9,5,2,4,1,0,1,4,4,2,4,22,16,6,1699952,"Randers - AGF, 4 - 1",2015-11-06 19:30:00.000,2015-11-06 18:30:00.000,Played,335,9493,4165479,15
335,1699953,7510,9,11,8,0,1,2,29,0,0.095,17,0.853,6,13,17,1,5,3,1,0,3,6,0,5,6,24,11,13,1699953,"Hobro - Nordsjælland, 0 - 1",2015-11-07 15:00:00.000,2015-11-07 14:00:00.000,Played,335,9493,4165479,15
335,1699953,7458,11,18,1,0,3,1,35,1,0.112,19.3,1.235,9,11,9,6,2,6,2,1,2,5,4,0,2,24,8,16,1699953,"Hobro - Nordsjælland, 0 - 1",2015-11-07 15:00:00.000,2015-11-07 14:00:00.000,Played,335,9493,4165479,15
335,1699955,7460,17,9,4,0,2,3,42,1,0.076,21.4,1.291,14,16,8,5,6,7,1,2,4,10,4,2,4,26,14,12,1699955,"Viborg - OB, 0 - 1",2015-11-08 12:30:00.000,2015-11-08 11:30:00.000,Played,335,9493,4165479,15
335,1699955,7456,12,9,7,0,0,0,26,0,0.052,19.8,0.6258,6,18,8,2,3,6,0,0,7,6,2,5,3,18,8,10,1699955,"Viborg - OB, 0 - 1",2015-11-08 12:30:00.000,2015-11-08 11:30:00.000,Played,335,9493,4165479,15
335,1699956,7455,20,11,8,0,0,2,27,5,0.139,15.4,2.78,6,23,9,10,5,9,4,0,5,11,6,2,9,28,12,16,1699956,"Midtjylland - Esbjerg, 5 - 1",2015-11-08 15:00:00.000,2015-11-08 14:00:00.000,Played,335,9493,4165479,15
335,1699956,7451,7,10,4,1,1,0,27,1,0.064,18.8,0.4446,6,11,10,1,3,4,0,0,3,3,1,4,3,19,10,9,1699956,"Midtjylland - Esbjerg, 5 - 1",2015-11-08 15:00:00.000,2015-11-08 14:00:00.000,Played,335,9493,4165479,15
335,1699951,7453,11,11,5,0,2,2,20,0,0.096,21.4,1.057,8,14,9,2,3,8,1,0,6,3,1,3,3,20,5,15,1699951,"Brøndby - København, 0 - 0",2015-11-08 17:00:00.000,2015-11-08 16:00:00.000,Played,335,9493,4165479,15
335,1699951,7452,10,10,4,1,3,4,25,0,0.065,20.5,0.6505,11,8,11,3,2,6,1,1,4,4,2,3,3,22,13,9,1699951,"Brøndby - København, 0 - 0",2015-11-08 17:00:00.000,2015-11-08 16:00:00.000,Played,335,9493,4165479,15
335,1699957,7460,15,9,14,0,1,0,45,1,0.1,16.5,1.496,9,24,17,5,4,4,1,0,6,11,4,3,5,18,11,7,1699957,"OB - Midtjylland, 1 - 1",2015-11-20 17:00:00.000,2015-11-20 16:00:00.000,Played,335,9493,4165479,16
335,1699957,7455,13,21,4,0,1,0,28,1,0.119,21.1,1.55,1,14,9,2,5,6,1,1,5,7,1,4,6,14,8,6,1699957,"OB - Midtjylland, 1 - 1",2015-11-20 17:00:00.000,2015-11-20 16:00:00.000,Played,335,9493,4165479,16
335,1699962,7499,14,16,6,0,1,1,21,2,0.215,17.3,3.016,9,23,12,6,6,5,0,0,2,9,6,3,7,20,12,8,1699962,"Nordsjælland - SønderjyskE, 1 - 2",2015-11-21 14:00:00.000,2015-11-21 13:00:00.000,Played,335,9493,4165479,16
335,1699962,7458,6,13,2,0,3,3,28,1,0.106,18.9,0.6382,5,12,12,5,1,3,2,0,0,3,3,1,3,30,12,18,1699962,"Nordsjælland - SønderjyskE, 1 - 2",2015-11-21 14:00:00.000,2015-11-21 13:00:00.000,Played,335,9493,4165479,16
335,1699958,7510,6,10,2,1,2,5,21,4,0.159,16.2,0.9523,6,6,8,5,1,2,1,0,0,4,4,1,3,17,10,7,1699958,"Esbjerg - Hobro, 4 - 4",2015-11-22 12:30:00.000,2015-11-22 11:30:00.000,Played,335,9493,4165479,16
335,1699958,7451,22,8,9,0,0,3,45,4,0.09,19.5,1.98,10,22,10,10,6,6,1,0,6,16,9,4,6,28,8,20,1699958,"Esbjerg - Hobro, 4 - 4",2015-11-22 12:30:00.000,2015-11-22 11:30:00.000,Played,335,9493,4165479,16
335,1699960,7456,12,10,3,0,2,4,15,0,0.096,20.8,1.147,9,14,13,3,5,6,1,1,3,6,2,6,4,15,6,9,1699960,"København - Viborg, 0 - 0",2015-11-22 15:00:00.000,2015-11-22 14:00:00.000,Played,335,9493,4165479,16
335,1699960,7452,17,14,5,0,1,0,42,0,0.118,17.1,2.005,9,22,9,4,3,7,3,1,9,10,1,1,7,28,15,13,1699960,"København - Viborg, 0 - 0",2015-11-22 15:00:00.000,2015-11-22 14:00:00.000,Played,335,9493,4165479,16
335,1699959,7457,18,10,7,0,2,3,50,1,0.088,18.3,1.587,11,21,14,4,4,7,0,0,10,11,4,3,5,16,12,4,1699959,"AGF - Brøndby, 1 - 1",2015-11-22 17:00:00.000,2015-11-22 16:00:00.000,Played,335,9493,4165479,16
335,1699959,7453,7,15,5,0,1,0,17,1,0.105,18.2,0.7325,5,7,8,1,4,3,0,0,2,4,1,1,2,26,9,17,1699959,"AGF - Brøndby, 1 - 1",2015-11-22 17:00:00.000,2015-11-22 16:00:00.000,Played,335,9493,4165479,16
335,1699964,7456,11,17,6,0,1,3,65,1,0.089,21.5,0.975,8,12,5,4,4,7,2,0,3,4,2,3,4,32,21,11,1699964,"Viborg - AGF, 1 - 0",2015-11-27 17:00:00.000,2015-11-27 16:00:00.000,Played,335,9493,4165479,17
335,1699964,7457,10,7,3,0,1,2,84,0,0.035,24.3,0.3538,17,9,8,2,4,7,2,0,4,3,0,6,1,24,10,14,1699964,"Viborg - AGF, 1 - 0",2015-11-27 17:00:00.000,2015-11-27 16:00:00.000,Played,335,9493,4165479,17
335,1699965,7462,11,18,5,0,2,1,29,1,0.151,13.9,1.664,9,13,8,3,2,4,1,1,5,7,2,3,6,13,9,4,1699965,"Randers - Nordsjælland, 1 - 0",2015-11-28 15:00:00.000,2015-11-28 14:00:00.000,Played,335,9493,4165479,17
335,1699965,7458,9,10,3,1,1,1,41,0,0.086,18.9,0.7731,16,6,16,1,4,5,1,2,2,4,0,7,4,21,10,11,1699965,"Randers - Nordsjælland, 1 - 0",2015-11-28 15:00:00.000,2015-11-28 14:00:00.000,Played,335,9493,4165479,17
335,1699966,7499,9,6,7,0,2,3,28,2,0.183,15.4,1.648,5,11,18,4,2,3,1,0,3,6,3,7,4,30,16,14,1699966,"SønderjyskE - Hobro, 2 - 0",2015-11-29 12:30:00.000,2015-11-29 11:30:00.000,Played,335,9493,4165479,17
335,1699966,7510,1,18,1,0,3,2,15,0,0.015,23.3,0.0155,0,4,6,0,1,1,0,0,0,0,0,0,0,28,13,15,1699966,"SønderjyskE - Hobro, 2 - 0",2015-11-29 12:30:00.000,2015-11-29 11:30:00.000,Played,335,9493,4165479,17
335,1699963,7453,16,9,4,0,3,4,24,0,0.13,17.9,2.08,7,17,10,5,6,7,3,1,4,9,2,6,8,21,11,10,1699963,"Brøndby - AaB, 0 - 2",2015-11-29 15:00:00.000,2015-11-29 14:00:00.000,Played,335,9493,4165479,17
335,1699963,7454,10,11,6,0,2,0,35,2,0.144,16.3,1.442,7,10,9,4,2,4,0,0,4,6,4,0,5,24,9,15,1699963,"Brøndby - AaB, 0 - 2",2015-11-29 15:00:00.000,2015-11-29 14:00:00.000,Played,335,9493,4165479,17
335,1699968,7451,9,16,4,0,2,0,37,1,0.14,15.5,1.264,8,19,13,4,1,3,2,0,4,6,2,5,5,23,12,11,1699968,"OB - Esbjerg, 2 - 1",2015-11-30 18:00:00.000,2015-11-30 17:00:00.000,Played,335,9493,4165479,17
335,1699968,7460,14,14,5,0,4,4,60,2,0.095,23.4,1.331,9,16,12,5,4,8,3,0,5,6,2,1,4,35,16,19,1699968,"OB - Esbjerg, 2 - 1",2015-11-30 18:00:00.000,2015-11-30 17:00:00.000,Played,335,9493,4165479,17
335,1699974,7455,8,13,4,0,0,4,46,1,0.11,15.1,0.8797,10,13,15,2,5,2,1,0,1,6,1,3,5,29,18,11,1699974,"AGF - Midtjylland, 2 - 1",2015-12-04 17:00:00.000,2015-12-04 16:00:00.000,Played,335,9493,4165479,18
335,1699974,7457,11,15,3,0,4,0,42,2,0.13,20.2,1.428,17,8,12,6,2,7,3,0,3,4,3,1,4,20,10,10,1699974,"AGF - Midtjylland, 2 - 1",2015-12-04 17:00:00.000,2015-12-04 16:00:00.000,Played,335,9493,4165479,18
335,1699972,7510,9,16,2,0,2,3,29,0,0.126,18.8,1.137,4,11,11,2,2,5,0,0,5,4,2,3,4,18,8,10,1699972,"Hobro - Randers, 0 - 0",2015-12-05 15:00:00.000,2015-12-05 14:00:00.000,Played,335,9493,4165479,18
335,1699972,7462,18,13,8,0,0,2,37,0,0.097,20.8,1.746,12,23,16,4,7,9,2,1,6,9,2,2,5,29,19,10,1699972,"Hobro - Randers, 0 - 0",2015-12-05 15:00:00.000,2015-12-05 14:00:00.000,Played,335,9493,4165479,18
335,1699969,7451,9,6,6,0,1,0,27,0,0.125,18.4,1.127,10,11,8,3,0,3,0,0,6,6,3,4,2,16,5,11,1699969,"Esbjerg - SønderjyskE, 0 - 1",2015-12-06 12:30:00.000,2015-12-06 11:30:00.000,Played,335,9493,4165479,18
335,1699969,7499,16,10,2,0,1,4,18,1,0.088,19.9,1.413,7,14,5,3,4,9,1,1,8,7,2,4,5,28,12,16,1699969,"Esbjerg - SønderjyskE, 0 - 1",2015-12-06 12:30:00.000,2015-12-06 11:30:00.000,Played,335,9493,4165479,18
335,1699973,7453,11,12,7,0,2,0,20,2,0.105,18.6,1.157,8,16,9,6,3,4,1,0,2,7,5,0,3,27,17,10,1699973,"Nordsjælland - Brøndby, 0 - 2",2015-12-06 15:00:00.000,2015-12-06 14:00:00.000,Played,335,9493,4165479,18
335,1699973,7458,9,9,4,0,1,1,46,0,0.07,19.2,0.6293,14,18,12,3,2,4,1,1,3,5,2,2,0,20,8,12,1699973,"Nordsjælland - Brøndby, 0 - 2",2015-12-06 15:00:00.000,2015-12-06 14:00:00.000,Played,335,9493,4165479,18
